House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
112,Shah Freeway,Sandra,Ross,6,Daughter,NA,Female,Student,None,NA
113,Shah Freeway,Kate,Barnes,41,Head,Married,Female,Dance movement psychotherapist,None,None
113,Shah Freeway,Samuel,Barnes,41,Husband,Married,Male,Building services engineer,None,None
113,Shah Freeway,Kathryn,Barnes,10,Daughter,NA,Female,Student,None,NA
113,Shah Freeway,Richard,Barnes,6,Son,NA,Male,Student,None,NA
113,Shah Freeway,Mandy,Bates-Barnes,3,Daughter,NA,Female,Child,None,NA
114,Shah Freeway,Sean,Smart,44,Head,Married,Male,Tourist information centre manager,None,Christian
114,Shah Freeway,Claire,Smart,41,Wife,Married,Female,Control and instrumentation engineer,None,Christian
115,Shah Freeway,Glen,Stanley,74,Head,Married,Male,"Retired Accountant, chartered management",None,Christian
115,Shah Freeway,Jill,Stanley,73,Wife,Married,Female,Retired Associate Professor,None,Christian
116,Shah Freeway,Kimberley,Bailey,39,Head,Married,Female,Further education lecturer,None,Christian
116,Shah Freeway,Louis,Bailey,39,Husband,Married,Male,Sports development officer,None,Christian
116,Shah Freeway,Lydia,Bailey,17,Daughter,NA,Female,Student,None,NA
117,Shah Freeway,Victoria,Hopkins,33,Head,Divorced,Female,Unemployed,None,None
117,Shah Freeway,Jennifer,McCarthy,54,Lodger,Single,Female,Claims inspector/assessor,None,None
118,Shah Freeway,Jasmine,Lewis,59,Head,Single,Female,Tax adviser,None,None
118,Shah Freeway,Janet,Lewis,32,Daughter,Single,Female,Clothing/textile technologist,None,None
119,Shah Freeway,Gerald,Hodgson,61,Head,Single,Male,Emergency planning/management officer,None,Christian
119,Shah Freeway,Sara,Hodgson,13,Granddaughter,NA,Female,Student,None,NA
120,Shah Freeway,Kate,Abbott,80,Head,Widowed,Female,"Retired Conservator, furniture",None,Christian
121,Shah Freeway,Conor,Sutton,20,Head,Single,Male,University Student,None,Christian
121,Shah Freeway,Gail,Doyle,18,None,Single,Female,University Student,None,None
122,Shah Freeway,Hazel,Martin,18,Head,Single,Female,Student,None,NA
122,Shah Freeway,Leslie,Scott,42,None,Single,Male,Risk manager,None,Catholic
122,Shah Freeway,Sara,Brady,35,None,Single,Female,Dispensing optician,None,None
123,Shah Freeway,Dean,White,72,Head,Divorced,Male,"Retired Therapist, drama",None,Methodist
124,Shah Freeway,Tom,Martin,31,Head,Single,Male,Water engineer,None,None
124,Shah Freeway,Jade,Ingram,29,None,Single,Female,Pathologist,None,None
124,Shah Freeway,Paige,Brown,50,None,Single,Female,Agricultural engineer,None,Catholic
125,Shah Freeway,Janice,Graham,58,Head,Single,Female,Adult nurse,None,Christian
126,Shah Freeway,Mohammad,Cox,68,Head,Married,Male,"Retired Engineer, petroleum",None,Jewish
126,Shah Freeway,Katherine,Cox,66,Wife,Married,Female,Geochemist,None,Jewish
127,Shah Freeway,Holly,Moore,77,Head,Divorced,Female,Retired Recycling officer,None,Christian
128,Shah Freeway,Rebecca,Kaur,31,Head,Single,Female,Financial risk analyst,None,Christian
128,Shah Freeway,Bethany,Fletcher,49,Lodger,Single,Female,"Accountant, chartered public finance",None,Catholic
128,Shah Freeway,Jamie,Nash,29,Sibling,Divorced,Male,Teaching laboratory technician,None,None
129,Shah Freeway,Jill,Scott,34,Head,Single,Female,Unemployed,None,Christian
129,Shah Freeway,Tom,Scott,13,Son,NA,Male,Student,None,NA
130,Shah Freeway,Zoe,Johnson,53,Head,Single,Female,Unemployed,None,None
130,Shah Freeway,Hannah,Johnson,24,Daughter,Single,Female,"Designer, exhibition/display",None,None
131,Shah Freeway,Leon,Armstrong,32,Head,Married,Male,Theatre director,None,None
131,Shah Freeway,Sian,Armstrong,30,Wife,Married,Female,Holiday representative,None,None
132,Shah Freeway,Justin,Kerr,38,Head,Single,Male,"Buyer, industrial",None,None
132,Shah Freeway,Katie,Brown,36,Partner,Single,Female,Marine scientist,None,None
133,Shah Freeway,Zoe,Richardson,43,Head,Widowed,Female,Unemployed,None,Christian
133,Shah Freeway,Cheryl,Richardson,12,Daughter,NA,Female,Student,None,NA
134,Shah Freeway,Nicola,Murray,43,Head,Single,Female,Unemployed,None,None
134,Shah Freeway,Antony,Shah,61,None,Single,Male,Interior and spatial designer,None,Christian
135,Shah Freeway,June,Ross,44,Head,Single,Female,Research scientist (medical),None,None
135,Shah Freeway,Kate,Dickinson,24,None,Single,Female,International aid/development worker,None,Christian
136,Shah Freeway,Lisa,Taylor,56,Head,Married,Female,Passenger transport manager,None,Methodist
136,Shah Freeway,Owen,Taylor,51,Husband,Married,Male,Unemployed,None,Methodist
136,Shah Freeway,Jay,Taylor,24,Son,Single,Male,Facilities manager,None,None
136,Shah Freeway,Neil,Taylor,5,Son,NA,Male,Student,None,NA
137,Shah Freeway,Jade,Wood,58,Head,Single,Female,"Journalist, magazine",None,Christian
138,Shah Freeway,Angela,Murphy,26,Head,Married,Female,Ecologist,None,Muslim
138,Shah Freeway,Terence,Murphy,27,Husband,Married,Male,"Therapist, sports",None,None
139,Shah Freeway,Susan,Hill,70,Head,Married,Female,Retired Chiropractor,None,Christian
139,Shah Freeway,Stephen,Hill,72,Husband,Married,Male,Retired Naval architect,None,None
139,Shah Freeway,Judith,Hill,38,Daughter,Single,Female,Passenger transport manager,None,None
139,Shah Freeway,Neil,Hill,35,Son,Single,Male,Records manager,None,Christian
139,Shah Freeway,Bethan,Hill,31,Daughter,Single,Female,"Producer, radio",None,None
140,Shah Freeway,Paul,Buckley,68,Head,Widowed,Male,Retired Sports administrator,None,None
140,Shah Freeway,Mohammed,Buckley,16,Grandson,NA,Male,Student,None,NA
141,Shah Freeway,Billy,Hill,42,Head,Married,Male,"Programmer, systems",None,Christian
141,Shah Freeway,Heather,Hill,38,Wife,Married,Female,Dramatherapist,None,Christian
141,Shah Freeway,Damian,Jones,45,Cousin,Single,Male,"Education officer, museum",None,Christian
142,Shah Freeway,Marc,Morgan,56,Head,Married,Male,Unemployed,None,None
142,Shah Freeway,Carol,Morgan,55,Wife,Married,Female,"Conservation officer, historic buildings",None,None
142,Shah Freeway,Ben,Morgan,31,Son,Single,Male,"Restaurant manager, fast food",None,None
142,Shah Freeway,Ian,Morgan,28,Son,Single,Male,Child psychotherapist,None,None
142,Shah Freeway,Margaret,Morgan,24,Daughter,Divorced,Female,"Lecturer, further education",None,None
143,Shah Freeway,Catherine,Andrews,45,Head,Married,Female,Surgeon,None,Catholic
143,Shah Freeway,Dylan,Andrews,48,Husband,Married,Male,Electrical engineer,None,None
143,Shah Freeway,Charlene,Andrews,18,Daughter,Divorced,Female,Student,None,None
143,Shah Freeway,Aimee,Andrews,17,Daughter,NA,Female,Student,None,NA
144,Shah Freeway,Karen,Hargreaves,57,Head,Single,Female,"Engineer, materials",None,Christian
144,Shah Freeway,Alice,Peacock,27,None,Single,Female,Quarry manager,None,None
144,Shah Freeway,Carole,Conway,26,None,Single,Female,"Engineer, control and instrumentation",None,None
144,Shah Freeway,Brett,Gibbons,51,None,Single,Male,"Scientist, forensic",None,Christian
145,Shah Freeway,Emily,Thompson,50,Head,Married,Female,Unemployed,None,Catholic
145,Shah Freeway,William,Thompson,52,Husband,Married,Male,Airline pilot,None,Catholic
145,Shah Freeway,Yvonne,Thompson,15,Daughter,NA,Female,Student,None,NA
145,Shah Freeway,Georgina,Thompson,12,Daughter,NA,Female,Student,None,NA
145,Shah Freeway,Eileen,Thompson,8,Daughter,NA,Female,Student,None,NA
146,Shah Freeway,Robin,O'Connor,59,Head,Married,Male,Medical technical officer,None,Christian
146,Shah Freeway,Sandra,O'Connor,55,Wife,Married,Female,Government social research officer,None,Christian
147,Shah Freeway,Martyn,Fowler,63,Head,Single,Male,Phytotherapist,None,None
147,Shah Freeway,Suzanne,Smith,56,Partner,Single,Female,Careers adviser,None,None
148,Shah Freeway,Barry,Wood,51,Head,Divorced,Male,Unemployed,None,None
148,Shah Freeway,Billy,Wood,18,Son,Single,Male,Student,None,None
149,Shah Freeway,Declan,Richards,25,Head,Single,Male,Printmaker,None,Muslim
149,Shah Freeway,Jemma,Carter,27,Partner,Single,Female,Passenger transport manager,None,Muslim
150,Shah Freeway,Geoffrey,Wilson,25,Head,Married,Male,Therapeutic radiographer,None,None
150,Shah Freeway,Louise,Wilson,19,Wife,Married,Female,University Student,None,None
150,Shah Freeway,Declan,Taylor,52,Visitor,Single,Male,Public affairs consultant,None,Christian
150,Shah Freeway,Rebecca,Hewitt,44,Lodger,Divorced,Female,Financial risk analyst,None,Catholic
151,Shah Freeway,Eric,Walker,68,Head,Married,Male,"Retired Engineer, energy",None,None
151,Shah Freeway,Hannah,Walker,68,Wife,Married,Female,Retired Financial trader,None,None
152,Shah Freeway,Leigh,Rees,69.83970697,Head,Widowed,Male,Retired Geophysicist/field seismologist,None,Christian
152,Shah Freeway,Josephine,Price,11,Granddaughter,NA,Female,Student,None,NA
152,Shah Freeway,Bethany,Cunningham,9,Granddaughter,NA,Female,Student,None,NA
152,Shah Freeway,Jay,Patel,8,Grandson,NA,Male,Student,None,NA
152,Shah Freeway,Danny,Patel,5,Grandson,NA,Male,Student,None,NA
153,Shah Freeway,Gillian,Scott,66,Head,Married,Female,Arts administrator,None,None
153,Shah Freeway,Ricky,Scott,68,Husband,Married,Male,Retired Camera operator,None,None
153,Shah Freeway,Alex,Scott,36,Son,Single,Male,Interpreter,None,None
153,Shah Freeway,Howard,Smith-Scott,36,Son,Single,Male,Magazine features editor,None,None
154,Shah Freeway,Emily,Hill,67,Head,Widowed,Female,Herbalist,None,Christian
155,Shah Freeway,Irene,Stevens,39,Head,Divorced,Female,Forensic psychologist,None,None
155,Shah Freeway,Christopher,Stevens,3,Son,NA,Male,Child,None,NA
156,Shah Freeway,Mandy,Newton,31,Head,Married,Female,Catering manager,None,None
156,Shah Freeway,Matthew,Newton,29,Husband,Married,Male,"Surveyor, minerals",None,None
156,Shah Freeway,Annette,Newton,6,Daughter,NA,Female,Student,None,NA
157,Shah Freeway,Tina,Pearson,57,Head,Married,Female,"Civil engineer, contracting",None,Christian
157,Shah Freeway,Liam,Pearson,58,Husband,Married,Male,Arts development officer,None,None
158,Shah Freeway,Owen,King,29,Head,Single,Male,Unemployed,None,None
158,Shah Freeway,Stewart,King,3,Son,NA,Male,Child,None,NA
159,Shah Freeway,Shaun,Mills,74,Head,Widowed,Male,Retired Medical illustrator,None,Christian
160,Shah Freeway,Pamela,Chandler,22,Head,Single,Female,University Student,None,Muslim
160,Shah Freeway,Frank,Norman,26,Partner,Single,Male,Manufacturing systems engineer,None,Muslim
160,Shah Freeway,Jessica,Phillips,1,Daughter,NA,Female,Child,None,NA
160,Shah Freeway,Jane,Evans,24,Visitor,Single,Female,"Teacher, early years/pre",None,None
160,Shah Freeway,Timothy,Woods,54,Lodger,Single,Male,Environmental consultant,None,Christian
161,Shah Freeway,Emily,Griffiths,42,Head,Married,Female,Dancer,None,Catholic
161,Shah Freeway,Iain,Griffiths,43,Husband,Married,Male,"Editor, film/video",None,Catholic
161,Shah Freeway,Stanley,Griffiths,20,Son,Single,Male,University Student,None,Catholic
161,Shah Freeway,Kathryn,Griffiths,19,Daughter,Single,Female,University Student,None,None
161,Shah Freeway,Tony,Griffiths,17,Son,NA,Male,Student,None,NA
162,Shah Freeway,Timothy,Green,74,Head,Divorced,Male,Retired Dealer,None,Christian
163,Shah Freeway,Claire,Doherty,80,Head,Married,Female,Retired Tax adviser,None,Methodist
163,Shah Freeway,Paul,Doherty,82,Husband,Married,Male,Retired Colour technologist,None,Methodist
164,Shah Freeway,Anna,Saunders,44,Head,Single,Female,Paediatric nurse,None,Christian
164,Shah Freeway,Brandon,Watson,52,Partner,Single,Male,Meteorologist,None,Christian
164,Shah Freeway,Donald,Saunders,19,Son,Divorced,Male,University Student,None,Christian
164,Shah Freeway,Carly,Saunders,16,Daughter,NA,Female,Student,None,NA
164,Shah Freeway,Maurice,Saunders,11,Son,NA,Male,Student,None,NA
165,Shah Freeway,Melanie,Richardson,30,Head,Single,Female,Product/process development scientist,None,None
165,Shah Freeway,Charles,Cox,29,Partner,Single,Male,Investment analyst,None,None
165,Shah Freeway,Mohamed,Richardson,13,Son,NA,Male,Student,None,NA
166,Shah Freeway,Katie,White,37,Head,Married,Female,"Engineer, manufacturing",None,Catholic
166,Shah Freeway,Vincent,White,39,Husband,Married,Male,Herbalist,None,Catholic
167,Shah Freeway,Jodie,Dunn,50,Head,Married,Female,"Engineer, civil (contracting)",None,Catholic
167,Shah Freeway,Joyce,Dunn,53,Wife,Married,Female,Marine scientist,None,None
167,Shah Freeway,Leah,Dunn,17,Daughter,NA,Female,Student,None,NA
168,Shah Freeway,Wayne,Read,49,Head,Single,Male,"Designer, interior/spatial",None,Christian
168,Shah Freeway,Geraldine,Evans,47,Partner,Single,Female,Geographical information systems officer,None,None
169,Shah Freeway,Ashley,Mitchell,70,Head,Married,Male,Retired Medical technical officer,None,Christian
169,Shah Freeway,Andrea,Mitchell,69,Wife,Married,Female,"Retired Engineer, agricultural",None,None
170,Shah Freeway,Natasha,Allen,66,Head,Divorced,Female,Chief Operating Officer,None,Christian
171,Shah Freeway,Leah,Hammond,40,Head,Married,Female,Unemployed,None,None
171,Shah Freeway,Clifford,Hammond,38,Husband,Married,Male,Optometrist,None,None
171,Shah Freeway,Amy,Walker-Hammond,10,Daughter,NA,Female,Student,None,NA
172,Shah Freeway,Denise,Iqbal,58,Head,Married,Female,Forest/woodland manager,None,None
172,Shah Freeway,Luke,Iqbal,59,Husband,Married,Male,"Scientist, research (maths)",None,None
172,Shah Freeway,Lindsey,Iqbal,31,Daughter,Single,Female,Unemployed,None,None
172,Shah Freeway,Amelia,Iqbal,28,Daughter,Single,Female,"Civil engineer, consulting",None,None
172,Shah Freeway,Damien,Iqbal,24,Son,Single,Male,Field seismologist,None,Christian
173,Shah Freeway,Joan,Humphries,42,Head,Married,Female,Interpreter,None,None
173,Shah Freeway,Richard,Humphries,44,Husband,Married,Male,"Surveyor, insurance",None,None
173,Shah Freeway,Alison,Humphries,5,Daughter,NA,Female,Student,None,NA
174,Shah Freeway,Oliver,Baker,78,Head,Married,Male,Retired Physiotherapist,None,Christian
174,Shah Freeway,Rachel,Baker,78,Wife,Married,Female,Retired Equities trader,None,Christian
174,Shah Freeway,Ben,Baker,24,Grandson,Single,Male,"Nurse, children's",None,None
174,Shah Freeway,Judith,Baker,23,Granddaughter,Divorced,Female,Chief Technology Officer,None,Christian
174,Shah Freeway,Jamie,Jones,20,Grandson,Single,Male,University Student,None,Christian
175,Shah Freeway,Charlene,Gardiner,47,Head,Divorced,Female,"Designer, industrial/product",None,Christian
175,Shah Freeway,David,Gardiner,21,Son,Single,Male,University Student,None,Christian
175,Shah Freeway,Clare,Gardiner,17,Daughter,NA,Female,Student,None,NA
176,Shah Freeway,Shaun,Ward,26,Head,Single,Male,Medical sales representative,None,Muslim
177,Shah Freeway,Hannah,Rees,37,Head,Married,Female,"Runner, broadcasting/film/video",None,Christian
177,Shah Freeway,Callum,Rees,39,Husband,Married,Male,Solicitor,None,Christian
177,Shah Freeway,Rhys,Rees,9,Son,NA,Male,Student,None,NA
177,Shah Freeway,Josh,Roberts,9,Son,NA,Male,Student,None,NA
178,Shah Freeway,Nicholas,Griffiths,60,Head,Married,Male,"Surveyor, rural practice",None,None
178,Shah Freeway,Laura,Griffiths,56,Wife,Married,Female,"Administrator, sports",None,None
179,Shah Freeway,Eileen,Davison,48,Head,Divorced,Female,Patent attorney,None,None
179,Shah Freeway,Clive,Davison,10,Son,NA,Male,Student,None,NA
180,Shah Freeway,Joel,Faulkner,39,Head,Single,Male,Licensed conveyancer,None,Catholic
180,Shah Freeway,Suzanne,Green,27,None,Single,Female,Field seismologist,None,None
180,Shah Freeway,Peter,Fisher,51,None,Divorced,Male,Purchasing manager,None,Christian
180,Shah Freeway,Neil,Marshall,34,None,Single,Male,Wellsite geologist,None,Catholic
181,Shah Freeway,Rachael,Doherty-Lloyd,58,Head,Divorced,Female,"Merchandiser, retail",None,Methodist
181,Shah Freeway,Samuel,Doherty-Lloyd,19,Son,Divorced,Male,University Student,None,None
182,Shah Freeway,Naomi,Carroll,21,Head,Single,Female,University Student,None,None
182,Shah Freeway,Jeremy,Knowles,22,Partner,Single,Male,University Student,None,None
182,Shah Freeway,Gemma,Carroll,0,Daughter,NA,Female,Child,None,NA
183,Shah Freeway,Janice,Smith,81,Head,Married,Female,"Retired Administrator, sports",None,None
183,Shah Freeway,George,Smith,83,Husband,Married,Male,"Retired Therapist, nutritional",None,None
184,Shah Freeway,Donald,Turnbull-Foster,20,Head,Married,Male,University Student,None,None
184,Shah Freeway,Nicole,Turnbull-Foster,21,Wife,Married,Female,University Student,None,None
185,Shah Freeway,Olivia,Thompson,58,Head,Divorced,Female,Chiropodist,None,Christian
185,Shah Freeway,Billy,Thompson,26,Son,Single,Male,Accommodation manager,None,None
186,Shah Freeway,Charlene,Gill,50,Head,Married,Female,Museum education officer,None,Catholic
186,Shah Freeway,Malcolm,Gill,50,Husband,Married,Male,"Surveyor, hydrographic",None,Catholic
186,Shah Freeway,Mitchell,Gill,22,Son,Single,Male,University Student,None,None
186,Shah Freeway,Marc,Gill,17,Son,NA,Male,Student,None,NA
187,Shah Freeway,Jade,Roberts,40,Head,Married,Female,Structural engineer,None,Christian
187,Shah Freeway,William,Roberts,49,Husband,Married,Male,Chief Technology Officer,None,None
187,Shah Freeway,Amber,Roberts,8,Daughter,NA,Female,Student,None,NA
188,Shah Freeway,Duncan,Riley,105,Head,Married,Male,Retired Scientific laboratory technician,None,Christian
188,Shah Freeway,Lucy,Riley,103,Wife,Married,Female,Unemployed,None,Christian
189,Shah Freeway,Ruth,Sharp,44,Head,Single,Female,Historic buildings inspector/conservation officer,None,Christian
189,Shah Freeway,Julian,Sharp,18,Son,Single,Male,Student,None,Christian
190,Shah Freeway,Claire,Howell,29,Head,Divorced,Female,Pensions consultant,None,None
190,Shah Freeway,Lorraine,Howell,6,Daughter,NA,Female,Student,None,NA
191,Shah Freeway,Fiona,Webb,56,Head,Married,Female,Automotive engineer,None,None
191,Shah Freeway,Lewis,Webb,57,Husband,Married,Male,Information systems manager,None,None
191,Shah Freeway,Sharon,Ryan-Webb,30,Daughter,Single,Female,"Therapist, occupational",None,None
192,Shah Freeway,Ronald,Campbell,30,Head,Single,Male,Database administrator,None,Methodist
193,Shah Freeway,Jodie,Brady,31,Head,Widowed,Female,Unemployed,None,None
194,Shah Freeway,Natasha,Archer,36,Head,Married,Female,Animator,None,None
194,Shah Freeway,Duncan,Archer,40,Husband,Married,Male,Social worker,None,None
194,Shah Freeway,Irene,Archer,6,Daughter,NA,Female,Student,None,NA
194,Shah Freeway,Kimberley,Archer,5,Daughter,NA,Female,Student,None,NA
194,Shah Freeway,Benjamin,Archer,4,Son,NA,Male,Child,None,NA
195,Shah Freeway,Kathleen,White,66,Head,Widowed,Female,Scientific laboratory technician,None,Christian
195,Shah Freeway,Dawn,Smith,8,Granddaughter,NA,Female,Student,None,NA
196,Shah Freeway,Eileen,Quinn,60,Head,Married,Female,Publishing rights manager,Disabled,Christian
196,Shah Freeway,Anthony,Quinn,63,Husband,Married,Male,Unemployed,None,Christian
196,Shah Freeway,Roger,Quinn,27,Son,Single,Male,Clinical molecular geneticist,None,Christian
196,Shah Freeway,Barbara,Quinn,25,Daughter,Single,Female,Restaurant manager,None,None
196,Shah Freeway,Natasha,Quinn,13,Daughter,NA,Female,Student,None,NA
197,Shah Freeway,Olivia,Kaur,28,Head,Divorced,Female,Unemployed,None,None
197,Shah Freeway,Barry,Kaur,2,Son,NA,Male,Child,None,NA
197,Shah Freeway,Alexander,Kaur,1,Son,NA,Male,Child,None,NA
197,Shah Freeway,Joseph,Williams,37,Lodger,Single,Male,"Psychologist, educational",None,Christian
197,Shah Freeway,Jessica,Jones,49,Visitor,Single,Female,"Engineer, production",None,None
198,Shah Freeway,Kathleen,Richardson,54,Head,Married,Female,Commercial/residential surveyor,None,Christian
198,Shah Freeway,Justin,Richardson,55,Husband,Married,Male,Marine scientist,None,Christian
198,Shah Freeway,Dean,Richardson,16,Son,NA,Male,Student,None,NA
198,Shah Freeway,Sian,Richardson,12,Daughter,NA,Female,Student,None,NA
198,Shah Freeway,Martyn,Wood,24,Lodger,Single,Male,Investment analyst,None,Christian
199,Shah Freeway,Alison,Brown,36,Head,Single,Female,Ophthalmologist,None,Christian
199,Shah Freeway,Clifford,Smith,40,Partner,Single,Male,Unemployed,None,Christian
199,Shah Freeway,Ann,Brown,9,Daughter,NA,Female,Student,None,NA
199,Shah Freeway,Leonard,Brown,7,Son,NA,Male,Student,None,NA
199,Shah Freeway,Sean,Brown,3,Son,NA,Male,Child,None,NA
200,Shah Freeway,Joanne,Hale,44,Head,Married,Female,Chartered public finance accountant,None,Catholic
200,Shah Freeway,Leslie,Hale,44,Husband,Married,Male,Best boy,None,Catholic
200,Shah Freeway,Natalie,Hale,14,Daughter,NA,Female,Student,None,NA
200,Shah Freeway,Glenn,Gallagher-Hale,10,Son,NA,Male,Student,None,NA
1,ExcaliburBells Street,Victor,Harris,83,Head,Divorced,Male,Retired Call centre manager,None,None
2,ExcaliburBells Street,Carl,Rowe,81,Head,Widowed,Male,Retired Barrister,None,Catholic
3,ExcaliburBells Street,Dylan,Mann,72,Head,Widowed,Male,Retired Aid worker,None,Christian
4,ExcaliburBells Street,Frederick,Knight,81,Head,Widowed,Male,Retired Mechanical engineer,None,None
5,ExcaliburBells Street,Geoffrey,Wallace,29,Head,Single,Male,Biomedical scientist,None,Sikh
6,ExcaliburBells Street,Gemma,Law,63,Head,Single,Female,"Teacher, music",None,None
7,ExcaliburBells Street,Arthur,Hunt,42,Head,Single,Male,"Engineer, civil (consulting)",None,Methodist
8,ExcaliburBells Street,Bethan,Khan,18,Head,Divorced,Female,Student,None,NA
9,ExcaliburBells Street,Simon,Gill,37,Head,Single,Male,Pharmacologist,None,Methodist
10,ExcaliburBells Street,Declan,Smith,84,Head,Widowed,Male,"Retired Geologist, engineering",None,Christian
11,ExcaliburBells Street,Martin,Perry,81,Head,Widowed,Male,Retired Geographical information systems officer,None,Christian
12,ExcaliburBells Street,Antony,Kent,34,Head,Single,Male,Tour manager,None,Catholic
13,ExcaliburBells Street,Stacey,Kerr,41,Head,Married,Female,Pharmacologist,None,None
13,ExcaliburBells Street,Brett,Kerr,48,Husband,Married,Male,Database administrator,None,None
13,ExcaliburBells Street,Marilyn,Kerr,11,Daughter,NA,Female,Student,None,NA
14,ExcaliburBells Street,Kathryn,Taylor,66,Head,Married,Female,Clinical biochemist,None,Christian
14,ExcaliburBells Street,Carl,Taylor,65,Husband,Married,Male,Immigration officer,None,None
15,ExcaliburBells Street,Lorraine,Price,67,Head,Divorced,Female,Drilling engineer,None,Christian
16,ExcaliburBells Street,Angela,Cook,37,Head,Single,Female,"Engineer, control and instrumentation",None,None
17,ExcaliburBells Street,Teresa,Walker,88,Head,Widowed,Female,Retired Environmental health practitioner,None,None
18,ExcaliburBells Street,Louis,Mason,20,Head,Single,Male,Herpetologist,None,None
18,ExcaliburBells Street,Joel,Peacock,47,None,Single,Male,Electrical engineer,None,None
19,ExcaliburBells Street,Wendy,Reed,55,Head,Single,Female,Historic buildings inspector/conservation officer,None,Methodist
20,ExcaliburBells Street,Suzanne,Russell,74,Head,Divorced,Female,Retired Music tutor,None,Christian
21,ExcaliburBells Street,Mohamed,Jones,38,Head,Single,Male,Records manager,None,None
21,ExcaliburBells Street,Rachael,Smith,36,Partner,Single,Female,"Surveyor, planning and development",None,None
21,ExcaliburBells Street,Edward,Jones,0,Son,NA,Male,Child,None,NA
22,ExcaliburBells Street,Katie,Miles,45,Head,Single,FEMALE,Metallurgist,None,Catholic
23,ExcaliburBells Street,Chloe,Moran,37,Head,Divorced,Female,Trading standards officer,None,None
23,ExcaliburBells Street,Joan,Moran,5,Daughter,NA,Female,Student,None,NA
23,ExcaliburBells Street,Fiona,Gibson,44,Cousin,Single,Female,Sports therapist,None,None
24,ExcaliburBells Street,Dale,Ross,26,Head,Single,Male,Advice worker,None,Muslim
25,ExcaliburBells Street,Peter,Lane,70,Head,Widowed,Male,Retired Surgeon,None,Christian
26,ExcaliburBells Street,Hugh,Walton,54,Head,Single,Male,Clinical cytogeneticist,None,Christian
27,ExcaliburBells Street,Edward,Watson,54,Head,Divorced,Male,Tax inspector,None,Christian
28,ExcaliburBells Street,Antony,Foster,72,Head,Single,MALE,Retired Lobbyist,None,Christian
29,ExcaliburBells Street,Douglas,Godfrey,81,Head,Married,Male,Retired Printmaker,None,None
29,ExcaliburBells Street,Louise,Godfrey,78,Wife,Married,Female,Retired Clinical psychologist,None,None
30,ExcaliburBells Street,Arthur,Gill,55,Head,Divorced,Male,Chemical engineer,None,Methodist
1,Morgan Squares,Mohammad,Evans,64,Head,Married,Male,Trading standards officer,None,Christian
1,Morgan Squares,Emma,Evans,60,Wife,Married,Female,Health physicist,None,Christian
2,Morgan Squares,Joe,Fisher,64,Head,Single,Male,Physiotherapist,None,Christian
2,Morgan Squares,Katy,Rowley,7,Granddaughter,NA,Female,Student,None,NA
2,Morgan Squares,Mandy,Smith-Rowley,3,Granddaughter,NA,Female,Child,None,NA
2,Morgan Squares,Hugh,Jackson,1,Grandson,NA,Male,Child,None,NA
3,Morgan Squares,Sarah,Mann,38,Head,Single,Female,Manufacturing systems engineer,None,Catholic
3,Morgan Squares,Paul,Coates,40,Partner,Single,Male,Systems developer,None,Catholic
3,Morgan Squares,Francis,Mann,11,Son,NA,Male,Student,None,NA
4,Morgan Squares,Marc,Perry,45,Head,Single,Male,Textile designer,None,None
5,Morgan Squares,Jenna,Hunt,43,Head,Single,Female,Public affairs consultant,None,Catholic
6,Morgan Squares,Janice,Patel,43,Head,Married,Female,Personnel officer,None,Catholic
6,Morgan Squares,Benjamin,Patel,43,Husband,Married,Male,Biomedical engineer,None,Catholic
6,Morgan Squares,Hilary,Patel,16,Daughter,NA,Female,Student,None,NA
6,Morgan Squares,Stanley,Patel,13,Son,NA,Male,Student,None,NA
6,Morgan Squares,Mitchell,Patel,13,Son,NA,Male,Student,None,NA
7,Morgan Squares,Tom,Parkes,41,Head,Married,Male,Training and development officer,None,None
7,Morgan Squares,Kathleen,Parkes,39,Wife,Married,Female,Unemployed,None,None
7,Morgan Squares,Rachael,Turner,12,Step-Daughter,NA,Female,Student,None,NA
1,Pisces Track,Leon,Rowley,69,Head,Married,Male,Retired Child psychotherapist,None,Methodist
1,Pisces Track,Lucy,Rowley,64,Wife,Married,Female,Public affairs consultant,None,None
2,Pisces Track,Mitchell,Ellis,50,Head,Single,Male,Exhibition designer,None,Christian
3,Pisces Track,Kate,Wilson,36,Head,Married,Female,Fish farm manager,None,Catholic
3,Pisces Track,Derek,Wilson,36,Husband,Married,Male,Biomedical engineer,None,Catholic
3,Pisces Track,Chelsea,Wilson,10,Daughter,NA,Female,Student,None,NA
4,Pisces Track,Abbie,Phillips,33,Head,Married,Female,Acupuncturist,None,Methodist
4,Pisces Track,Justin,Phillips,38,Husband,Married,Male,Sports coach,None,Methodist
4,Pisces Track,Jason,Phillips,10,Son,NA,Male,Student,None,NA
5,Pisces Track,Leslie,Mistry,57,Head,Married,Male,"Runner, broadcasting/film/video",None,Catholic
5,Pisces Track,Michelle,Mistry,55,Wife,Married,Female,"Production assistant, radio",None,Catholic
6,Pisces Track,Angela,McCarthy,43,Head,Single,Female,Unemployed,None,Catholic
6,Pisces Track,Donna,McCarthy,14,Daughter,NA,Female,Student,None,NA
7,Pisces Track,Jake,Lloyd,28,Head,Single,Male,Insurance account manager,None,Catholic
7,Pisces Track,Holly,Ferguson,24,Partner,Single,Female,"Education officer, museum",None,Catholic
